Accession Number,Date Received,ISBN,Author,Title of Book,Edition,Volume,Pages,Publisher,Place of Publication,Year,Program,Location,Call number from Sophia
4260,2018,9781432831776,Paul Colt,Bounty of vengeance: Ty's story,,,305,Cengage,,2016,Fiction,Fiction,C76 2016
4261,2018,9780615208640,Sylvia Coleman,Creating a new normal: cleaning up a dysfunctional life,,,187,Write Professional Media,,2008,GED,Circulation,HN 90 C692 2008
4262,2018,,,Regulations and amendments to the IRR of RA 9165 issued by,,,491,,,,Filipiniana,Filipiniana,
4263,2018,,"Yebra, Jr. Orlando",Talk to me,,,120,National Book Store,Quezon City,2011,Filipiniana,Filipiniana,PN 1997.2 Ye42 2011
4264,2018,,,Faces of faith,,,172,,Quezon City,,GED,Filipiniana,BV 604 M35 2015 c.2
4265,2018,,John C. Havens,Hacking h(app)iness,,,256,Penguin Group,USA,2014,GED,Circulation,HM 846 H38 2014
4266,2018,9789719546009,"Tibig, Paulo M.",Strategies of a Champion Entrepreneur,,1st,147,National Book Store,Mandaluyong City,2012,BSEntrep,Filipiniana,
4267,2018,20943296,,"Your guide to Davao, Philippines",,,84,"PDP Digital, Inc.",Cebu City,2009,Reference,Filipiniana,
4268,2018,9780070660212,Sudhir Andrews,Introduction to tourism & hospitality industry,Int,,236,McGraw-Hill Education,Singapore,2008,BSTM,Circulation,
4269,2018,9789746522182,Monty L. McAdoo,"Building bridges; connecting faculty, students, and the college library",,,159,American Library Association,Chicago,2010,BLIS,Circulation,Z 675 U5 M358 2010
4270,2018,9789810696085,Judy Strauss and Raymond Frost,E-marketing,6th,,426,Pearson Education South Asia PTE,Philippines,2012,BSCS,Circulation,
4271,2018,517051583,Oz Clarke,The winebook,,,260,Portland House,"New York, NY",1990,BSTM,Filipiniana,TP 548 C592 1990
4272,2018,9789810695996,"Joseph F. Hair, Jr., and 3 others",Multivariate data analysis: a global perspective,7th,,800,Pearson Education South Asia PTE,Philippines,2010,BSCS,Circulation,
4273,2018,887237193,Bottom line personal,Bottom line year book 2015,,,340,Bottom Line Books,"Stamford, CT",2014,Gen Ed./Reference,Circulation,HQ 2039.U6 B67 2015
4274,2018,9789810696177,Ian Sommerville,Software Engineering,9th,,773,Pearson Education Inc.,Philippines,2011,BSCS,Circulation,
4275,2018,9789719546009,"Tibig, Paulo M.",Strategies of a Champion Entrepreneur,,1st,147,National Book Store,Mandaluyong City,2012,BSEntrep,Filipiniana,HB 615 T55 2012
4276,2018,9718527745,Javier de Pedro,Rizal through a glass darkly: a spiritual biography,,,,University of Asia and the Pacific,Pasig City,2005,GEC,Filipiniana,BQT 236 D441 2005
4277,2018,679445390,Ann Landers,"Wake up and smell the coffee : advice, wisdom, and uncommon good sense",1st,,419,Villard Books,United States,1996,GEC,Circulation,BJ 1581.2 L272 1996
4278,2018,2831521750,Berlitz,Chinese,,,212,"Berlitz Languages, Inc.","Princeton, NJ",1997,GEC,Circulation,PL 1425 B482 1997
4279,2018,9.90E+11,Jovito V. Carino,Fundamentals of ethics,,,187,"C & E Publishing, Inc.",Quezon City,2018,GEC,Filipiniana,BJ 1025 C191 2018
4280,2018,486447162,"James Daley, editor",The world's greatest short stories,,,236,"Dover Publications, Inc.","Mineola, New York",2006,GEC,Circulation,PL 1095 Sp31 1989
4281,2018,7561901070,"Wu Shuping, editor",Speak chinese: chinese language short course,,,199,Beijing Language & Culture University Press,Beijing,,GEC,Circulation,PL 1095 So31 1989
4282,2018,9781598691597,Dawn Rosenberg McKay,The everything get-a-job book: the tools and strategies you need...,2nd,,287,Adams Media,USA,2007,Reference,Circulation,HF 5549.5 I6 M327 2007
4283,2018,9789712394287,Augusto V. De Viana and 4 others,Jose Rizal: social reformer and patriot: a study of his life and times,,,178,"Rex Book Store, Inc.","Sampaloc, Manila",2018,Filipiniana,Filipiniana,DS 675.8R6 J7720 2011
4284,2018,9789712386664,Prince Kennex Reguyal Aldama,The Contemporary World (Aldama),1st,,122,"Rex Book Store, Inc.","Sampaloc, Manila",2018,Gen Ed.,Filipiniana,JZ 1318 AL316 2018
4285,2018,9789719808626,"Claudio, Lisandro & Abinales, Patricio",The Contemporary World,,,182,"C&E Publishing, Inc.",Philippines,2018,Gen Ed.,Filipiniana,JZ 1318 C58 2018 c.4
4286,2018,9789712386688,Marikit Tara A. Uychoco and Maria,Communication for society: purposive communication,1st,,232,"Rex Book Store, Inc.","Sampaloc, Manila",2018,Gen Ed.,Filipiniana,P 90 Uy1 2018
4287,2018,9789719809258,"Madrunio, Marilu & Martin, Isabel",Purposive Communication Using English in Multilingual Contexts,,,315,"C&E Publishing, Inc.",Philippines,2018,GEC,Filipiniana,P 90 M33 2018
4288,2018,9789719809364,"Wani-Obias, Rhodalyn et al.",The Life and Works of Jose Rizal,,,181,"C&E Publishing, Inc.",Philippines,2018,GEC,Filipiniana,DS 675.8R5 W24 2018
4289,2018,9789719809357,"Daniel Joseph McNamara, SJ and 2 others","Science, technology, and society",,,139,"C&E Publishing, Inc.",Philippines,2018,GEC,Filipiniana,Q 175 M323 2018
0004290,2018,9789719809326,Jose Victor Torres,Batis: sources in Philippine history,,,231,"C&E Publishing, Inc.",Philippines,2018,Filipiniana,Filipiniana,
4291,2018,9718961445,,Implementing rules and regulations of R.A. 9593: otherwise known...,,,178,A.V.B. Printing Press,"Sampaloc, Manila",2010,BSTM,Filipiniana,
4292,2018,9715501664,Lazaro Francisco,Daluyong,1st,,340,Ateneo De Manila University Press,Quezon City,1986,Filipiniana,Filipiniana,
4293,01/28/2020,9786214160648,Ma. Elenita Balatbat Cabrera & Gilbert Anthony B. Cabrera,Financial management: comprehensive volume,19-20,,631,"GIC Enterprises & Co., Inc.","Claro M. Recto, Manila",2019,BSA/BSAIS,Filipiniana,HG 4026 C112 2019
4294,01/28/2020,9786214160860,Ma. Elenita Balatbat Cabrera & Gilbert Anthony B. Cabrera,Financial markets and institutions,2020,,353,"GIC Enterprises & Co., Inc.","Claro M. Recto, Manila",2019,BSA/BSAIS,Filipiniana,HG173 C112 2020
4295,02/05/2020,9789718162590,Ardy Roberto,The happy entrepreneur,,,295,ABS-CBN Publishing Inc.,Quezon City,2018,BSEntrep,Filipiniana,HB 615 E57 2018
4296,02/05/2020,9788183555296,,Big book of Proverbs,,,598,Maple Press Private Limited,India,2016,,Circulation,PN 6405 P55 2016
4297,02/05/2020,9719345101,Manuel Jose R. Oyson III,Breaking the 25 greatest myths of entrepreneurship,,,272,"HarperBooks Publishers (Asia), Inc.",Pasig City,2005,BSEntrep,Filipiniana,HD 615 )9 2005
4298,02/05/2020,9715542018,Alexander Gilles and Reuben Mondejar,Guide to entrepreneurship,,,262,Sinag-tala Publishers,Makati City,2006,BSEntrep,Filipiniana,
4299,02/05/2020,1568659334,Jane Applegate,201 great ideas for your small business,,,377,Bloomberg Press,"New Jersey, USA",1998,BSEntrep,Circulation,
4300,2018,9781455500208,"Kerry Patterson, and 4 others",Change anything: the new science of personal success,1st,,262,Business Plus,"New York, NY",2011,GEC,Circulation,BF 637 C4C42 2014
4301,2018,9781401310752,Luis Carlos Montalvan and Bret Witter,Until tuesday: a wounded warrior and the golden retriever who saved him,1st,,252,Hachette Books,"New York, NY",2011,GEC,Circulation,HV 1569.6 M56 2011
4302,2018,9781455521173,David Baldacci,The hit,1st,,413,Grand Central Publishing,"New York, NY",2013,Fiction,Fiction,B17 2013
4303,2018,9780802120205,G. Willow Wilson,Alif the unseen,1st,,433,Grove Press,"New York, NY",2012,GEC,Fiction,WILS ALI 2012
4304,2018,1574090976,Richard Woodman,Baltic Mission,1st,,211,Sheridan House,"Dobbs Ferry, New York",2000,Fiction,Fiction,W85 2000
4305,2018,9780385525008,John Grisham,Playing for pizza,1st,,262,Doubleday,New York,2007,Fiction,Fiction,G88 2007
4306,2018,9780743496711,Jodi Picoult,The tenth circle: a novel,,,385,Washington Square Press,"New York, NY",2006,Fiction,Fiction,P58 2006
4307,2018,739431692,Patti Berg,Stuck on you,,,374,Avon Books,"New York, NY",,Fiction,Fiction,BERG STU 2003
4308,2018,9781607012269,Richard Parks,On the banks of the river of heaven,,,254,Prime books,United States,2010,Fiction,Fiction,P23 2010
4309,2018,9780345803481,EL James,Fifty shades of grey,,,514,Vintage Books,New York,2012,Fiction,Fiction,J23 2012
4310,2018,9781455564118,Susan Jane Gilman,The ice cream queen and orchard street: a novel,1st,,518,Grand Central Publishing,"New York, NY",2015,Fiction,Fiction,G37 2015
4311,2018,9780544108622,Carolyn Meyer,Beauty's daughter: the story of Hermione and Helen of Troy,,,352,Houghton Mifflin Harcourt Publishing Company,"New York, NY",2013,Fiction,Fiction,M75 2013
4312,02/20/2020,9789715870887,Gloria J. Tolentino-Baysa,Accounting for partnership and corporation,2018,,506,"Millenium Books, Inc.",Mandaluyong City,2018,BSA/BSAIS,Filipiniana,HF 5686.P225 T575 2018 c.1
4313,02/20/2020,9789715870887,Gloria J. Tolentino-Baysa,Accounting for partnership and corporation,2018,,506,"Millenium Books, Inc.",Mandaluyong City,2018,BSA/BSAIS,Filipiniana,
4314,02/20/2020,9786214160648,Ma. Elenita Balatbat Cabrera,Financial Management: comprehensive volume,19-20,,631,"GIC Enterprises & Co., Inc.","Recto, Manila",2019,BSA/BSAIS,Filipiniana,
4315,2018,9780986395406,B.M. Simpson,Island dogs: a carribean tale of friendship,,,334,B.M. Simpson,United States,2015,Fiction,Fiction,Si57 2015
4316,2018,9780307591555,Shawn Achor,The happiness advantage: how a positive brain fuels success in work and life,,,239,Currency,United States,2010,GEC,Circulation,BF 515 H27 A27 2010
4317,2018,007120427X,"Richard Levin, and 3 others.",Quantitative approaches to management,8th,,920,McGraw-Hill Education,Philippines,2001,,Filipiniana,
4318,2018,97807494510566,Philip J. Carter,"IQ and psychometric tests: assess your personality, aptitude and intelligence",2nd,,236,Kogan Page,London,2007,GEC,Circulation,BF 431.3 C362 2007 c.1
4319,2018,97807494510566,Philip J. Carter,"IQ and psychometric tests: assess your personality, aptitude and intelligence",2nd,,236,Kogan Page,London,2007,GEC,Circulation,BF 431.3 C362 2007 c.2
4320,2018,9780071326018,Brian K. Williams and Stacey C. Sawyer,Using information technology: a practical introduction to computers and communication,9th,,577,McGraw-Hill Education (Asia),Philippines,2011,BSCS,Circulation,
4321,2018,9780521779906,"Tracey Holloway, and 4 others.",Cambridge hospitality,2nd,,257,Cambridge University Press,Singapore,2010,BSTM,Circulation,TX 651 H65 2010
4322,2018,9780980482744,Renato Perdon,Understanding Jose Rizal,,,148,Manila Prints Australia,Australia,2010,GEC,Circulation,DS 675.8R6 P412 2010
4323,2018,1568846495,Jill H. Ellsworth and Matthew V. Ellsworth,The web after work for dummies,,,360,"IDG Books Worldwide, Inc.","Foster City, CA",1996,BSCS,Circulation,TK 5105.888 E53 1996
4325,2018,9789719361701,M.P. Arzacon,Zipper society & white revolution,,,,Union Publishing,Quezon City,2006,Filipiniana,Filipiniana,
4326,2018,,Manuel D. Duldulao,The art collector's guidebook,,,,"Reyes Publishing, Inc.",Philippines,1999,Filipiniana,Filipiniana,
4327,2018,9789746522236,"Kahn, Miriam B.","The library security and safety guide to prevention, planning, and response",,,129,American Library Association,Chicago,2008,BLIS,Circulation,
4328,2018,9789746522205,Sara Laughlin,"The quality library: a guide to staff-driven improvement, better efficiency, and happier customers",,,144,American Library Association,Chicago,2008,BLIS,Circulation,
4329,2018,9789746522205,Sara Laughlin,"The quality library: a guide to staff-driven improvement, better efficiency, and happier customers",,,144,American Library Association,Chicago,2008,BLIS,Circulation,
4330,2018,9788170154,Robert F. Soriano,Newspaper management (a course module for college students),,,181,BOOKLORE Publishing Corporation,,2000,Filipiniana,Filipiniana,
4331,2018,9788170154,Robert F. Soriano,Newspaper management (a course module for college students),,,181,BOOKLORE Publishing Corporation,,2000,Filipiniana,Filipiniana,
4332,2018,9789810695835,Stephen P. Robbins,Organizational behavior,global ed.,,720,Pearson Education South Asai PTE. LTD.,Singapore,2011,BSA/BSAIS,Circulation,
4333,2018,201924889,Scott Meyers,Effective C++: 50 specific ways to improve your programs and designs,2nd,,256,"Addison Wesley Longman, Inc.",Massachusetts,1998,BSCS,Circulation,QA 766.73 C153 M48 1997
4334,2018,321412699,Walter Savitch,Problem solving with C++: the object of programming,6th,,,"Pearson Education, Inc. (Greg Tobin)",USA,2007,BSCS,Circulation,QA 76.73.C153 S28 2007
4335,2018,300024193,,The psychoanalytic study of the child,,34th,,Yale University Press,Great Britain; Europe; Africa; and Asia (except Japan),1979,GEC,Circulation,BF 721 P79 1979 v.34
4336,2018,9789810698874,Margaret McWilliams,Fundamentals of meal management,5th,,326,Pearson Education South Asia Pte Ltd.,Singapore,2010,BSTM,Circulation,TX 345 M257 2009
4337,2018,9.78E+11,Rick Steves,Germany,,,943,Avalon Travel,"Berkeley, CA",2014,General Reference,Reference,DD 258.25 G35S584 2014
4338,2018,9812658106,Mark Harisson & Russell Whitehead,IELTS practice tests,,,256,Heinle,Singapore,2006,General Reference,Reference,
4339,2018,9812658092,"Richard Hallows, and 2 others.",IELTS express:intermediate coursebook,,,128,Heinle,Singapore,2006,GEC,Reference,PE 1128 H34 2013
4340,2018,385424728,John Grisham,The chamber,1st,,486,Doubleday,"New York, NY",1994,Fiction,Fiction,G88 1994
4341,2018,9781476709215,John Lescroat,The fall: a novel,,,308,Atria Books,"New York, NY",2015,Fiction,Fiction,L56 2015
4342,2018,068911611X,Bob Greene,"Cheeseburgers, the best of Bob Greene",1st,,318,"Collier Macmillan Canada, Inc",Canada,1985,Fiction,Fiction,E 169.04 G74 1985
4343,2018,9781619023444,Tod Goldberg,Gangsterland: a novel,,,387,Counterpoint,"Berkeley, CA",2014,Fiction,Fiction,G56 2014
4344,2018,739452940,Fern Michaels,Pretty woman: a novel,,,329,Pocket Books,"New York, NY",2005,,Fiction,MICH PRE 2005
4345,2018,1400040450,John Burdett,Bangkok Tattoo,1st,,301,Alfred A. Knoff,USA,2005,Fiction,Fiction,B95b 2005
4346,2018,553089196,Jonathan Kellerman,Bad love,,,386,Bantam Books,"New York, NY",1994,Fiction,Fiction,K28 1994
4347,2018,757300146,"Jack Canfield, and 5 others.","Chicken soup for the volunteer's soul: stories to celebrate the spirit of courage, caring, and community",,,363,"Health Communications, Inc.","Deerfield Beach, FL",2002,GEC,Circulation,HN 49.V64 C425 2002
4348,2018,1558745718,"edited by Jack Canfield, and 3 others.","Chicken soup for the pet lover's soul: stories about pets as teachers, healers, heroes and friends",,,403,"Health Communications, Inc.","Deerfield Beach, FL",1998,GEC,Circulation,SF 416 C48 1998
4349,2018,7162529,Douglas Coupland,Eleanor Rigby: a novel,,,249,Harper Perennial,London,2005,Fiction,Fiction,C85 2005
4350,2018,9789710414055,Dennis L. Ausan,Compendium on pre-proclamation controversies,,,305,IWAG Printing and Publishing,"Cagayan De Oro City, Philippines",2007,GEC,Filipiniana,
4351,2018,9789710414055,Dennis L. Ausan,Compendium on pre-proclamation controversies,,,305,IWAG Printing and Publishing,"Cagayan De Oro City, Philippines",2007,GEC,Filipiniana,
4352,2018,140390316,Upton Sinclair,The jungle,,,411,Peguin Group,"New York, NY",1974,Fiction,Fiction,Si62 1974
4353,2018,9780399154508,Thomas M. DeFrank,Write it when I'm gone: remarkable off-the-record conversations with Gerald R. Ford,,,,Peguin Group,"New York, NY",2007,,Circulation,E 866 D44 2007
4354,2018,,Oscar Wilde,The picture of Dorian Gray,,,252,Peguin Group,"New York, NY",2000,Fiction,Fiction,W64 2000
4355,2018,9780553588262,Dean Koontz,Forever odd,,,364,Bantam Dell,"New York, NY",2005,,Fiction,KOON FOR 2005
4356,2018,9780758216052,Laurien Berenson,Hounded to death,,,316,Kensington Publishing Corp.,"New York, NY",2007,Fiction,Fiction,BERE HOU 2007
4357,2018,9780373768202,Maureen Child,Seduced by the rich man,,,184,Silhouette Books,"New York, NY",2007,Fiction,Fiction,C43 2007
4358,2018,9781904738923,Harri Nykanen,Nights of awe,,,252,Bitter Lemon Press,London,2012,Fiction,Fiction,N98 2012
4359,2018,,Nelson DeMille,The general's daughter,,,479,Grand Central Publishing,"New York, NY",1992,Fiction,Fiction,D39 1999 c1
4360,2018,9780778329251,Susan Wiggs,Marrying Daisy Bellamy: the lakeshore chronicles,,,428,Mira Books,"Ontario, Canada",2011,Fiction,Fiction,W65 2011
4361,2018,037365040X,Pamela Toth,Wedlocked?!,,,248,Silhouette Books,"New York, NY",1999,Fiction,Fiction,T64 1999
4362,2018,385729707,Graham Salisbury,Island boyz: short stories,,,260,Wendy Lamb Books,"New York, NY",2002,,Fiction,SALI ISL 2002
4363,2018,44653040,William Martin,Harvard Yard,,,576,"Warner Books, Inc","New York, NY",2003,,Fiction,MART HAR 2003
4364,2018,9780917360541,"edited by Darrell Christian, and 2 others.",2010 stylebook and briefing on media law,45th,,461,The Associated Press,"New York, NY",2010,General Reference,Reference,
4365,2018,9780373778133,Linda Lael Miller & Lindsay McKenna,A proposal for christmas,,,474,Harlequin HQN,"Ontario, Canada",2013,Fiction,Fiction,M61 2013
4366,2018,9781503946606,Blacke Crouch,Pines,,,309,Thomas & Mercer,"Las Vegas, NV",2012,Fiction,Fiction,C88 2015
4367,2018,,Celeste B. Baldonado,Basic adolescent sexuality education for educators (Program SABE),,,262,Philippine Hear Center,"East Avenue, Quezon City",2008,GEC,Circulation,
4368,2018,9789719441212,Augusto Legasto Jr.,A nation's blueprint to true prosperity: antidote to financial meltdowns,,,496,"Legasto Ents, Inc.","Manila, Philippines",2009,,Circulation,HC 453 L46 2009
4369,2018,9789719441212,Augusto Legasto Jr.,A nation's blueprint to true prosperity: antidote to financial meltdowns,,,496,"Legasto Ents, Inc.","Manila, Philippines",2009,,Circulation,HC 453 L46 2009
4370,2018,688120725,Rita Baron-Faust,Mental wellness for women,1st,,354,"William Morrow and Company, Inc.","New York, NY",1997,,Circulation,RC 451.4.W6 B37 1997
4371,2018,9780547394541,Kevin Salwen & Hannah Salwen,The power of half: one family's decision to stop taking and start giving back,1st,,246,Houghton Mifflin Harcourt Publishing Company,"New York, NY",2010,,Fiction,HC 110 C6S255 2009
4372,2018,038531695X,Daniel Steel,The ghost,,,352,Delacorte Press,"New York, NY",1997,Fiction,Fiction,St32 1997
4373,2018,72366842,Diana Roberts Wienbroer,Rules of thumb for online research,,,198,Irwin/McGraw-Hill,"New York, NY",2001,GEC,Circulation,QA 76.55 W54 2001
4374,2018,9781407518732,Gemma Reece,Brain food,,,96,Love Food,,,,Circulation,RC 445.4.N8 R32 2007 C1
4375,2018,9781407518732,Gemma Reece,Brain food,,,96,Love Food,,,,Circulation,RC 445.4.N8 R32 2007 C2
4376,2018,9719240601,Jose Baron Fernandez,"Jose Rizal: Filipino, doctor, and patriot",1st,,377,Manuel L. Morato,Philippines,1980/1981,Filipiniana,Filipiniana,DS 675.8R7 F36 1980
4377,2018,9780307590619,George W. Bush,Decision points,,,,Crown Publishers,USA,2010,GEC,Circulation,
4378,2018,684193434,Barbara Seuling,How to write a children's book and get it published: revised and expanded,,,,MacMillan Publishing Company,"New York, NY",1991,GEC/General Reference,Circulation,PN 147.5 S46 1991
4379,2018,743222245,Hillary Rodham Clinton,Living history,,,562,Simon & Schuster,"New York, NY",2003,GEC,Circulation,E 887 C55 2003
4380,2018,97881223111105,Varinder Taprial & Priya Kanwar,A beginners guide to blogging and making money online,2010,,240,Pustak Mahal,"Daryaganj, New Delhi",2010,General Reference,Reference,TK 5105 884 G37 2010
4381,2018,9789810696177,Ian Sommerville,Software Engineering,9th,,773,Pearson Education Inc.,Philippines,2011,BSCS,Circulation,QA 758 S697 2011
